ask,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,bid,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,ask_pade,bid_pade
49115.81714,49120.5296,49113.99268,49113.99268,49111.626,49111.37706,49111.37706,49111.88,49111.88,49109.4435,49106.79,48817.93603,48825.21,48815.52,48814.59196,48811.35126,48811.35126,48813.30469,48815.18,48815.18,48814.45606,48810.9741,-231.27288084536875,-235.09187819531076,
49115.81714,49113.99268,49113.99268,49111.626,49111.37706,49111.37706,49111.88,49111.88,49109.4435,49106.79,49105.87,48816.45997,48815.52,48814.59196,48811.35126,48811.35126,48813.30469,48815.18,48815.18,48814.45606,48810.9741,48811.95516,-45.39164499188207,-67.33983491163204,
49116.71,49113.99268,49111.626,49111.37706,49111.37706,49111.88,49111.88,49109.4435,49106.79,49105.87,49105.87,48816.45997,48814.59196,48811.35126,48811.35126,48813.30469,48815.18,48815.18,48814.45606,48810.9741,48811.95516,48812.02,-79.72207755699992,-267.1385641013052,
49115.22848,49111.626,49111.37706,49111.37706,49111.88,49111.88,49109.4435,49106.79,49105.87,49105.87,49105.86,48816.00572,48811.35126,48811.35126,48813.30469,48815.18,48815.18,48814.45606,48810.9741,48811.95516,48812.02,48811.78,-174.06932318490644,-153.2863925795517,
49114.96,49111.37706,49111.37706,49111.88,49111.88,49109.4435,49106.79,49105.87,49105.87,49105.86,49105.74,48816.69124,48811.35126,48813.30469,48815.18,48815.18,48814.45606,48810.9741,48811.95516,48812.02,48811.78,48811.66879,-106.0243952924879,-513.5699146978418,
49115.2,49111.37706,49111.88,49111.88,49109.4435,49106.79,49105.87,49105.87,49105.86,49105.74,49105.21,48816.69124,48813.30469,48815.18,48815.18,48814.45606,48810.9741,48811.95516,48812.02,48811.78,48811.66879,48807.23,-41.12458462236025,10.231964543247154,
49115.01334,49111.88,49111.88,49109.4435,49106.79,49105.87,49105.87,49105.86,49105.74,49105.21,49103.12,48815.95069,48815.18,48815.18,48814.45606,48810.9741,48811.95516,48812.02,48811.78,48811.66879,48807.23,48807.47,-593.5677459747476,-604.5843893896281,
49115.16,49111.88,49109.4435,49106.79,49105.87,49105.87,49105.86,49105.74,49105.21,49103.12,49102.85,48815.95069,48815.18,48814.45606,48810.9741,48811.95516,48812.02,48811.78,48811.66879,48807.23,48807.47,48811.43,-92.32333409268813,-448.59641621631783,
49115.74,49109.4435,49106.79,49105.87,49105.87,49105.86,49105.74,49105.21,49103.12,49102.85,49102.85,48816.11393,48814.45606,48810.9741,48811.95516,48812.02,48811.78,48811.66879,48807.23,48807.47,48811.43,48811.43,-413.5871790869096,61.61257497470893,
49115.55174,49106.79,49105.87,49105.87,49105.86,49105.74,49105.21,49103.12,49102.85,49102.85,49102.8,48816.11393,48810.9741,48811.95516,48812.02,48811.78,48811.66879,48807.23,48807.47,48811.43,48811.43,48809.79,-419.02312003368013,270.73232116443285,
49115.55174,49105.87,49105.87,49105.86,49105.74,49105.21,49103.12,49102.85,49102.85,49102.8,49102.83,48818.51734,48811.95516,48812.02,48811.78,48811.66879,48807.23,48807.47,48811.43,48811.43,48809.79,48806.56,-283.86096534941544,-1395.6846528148487,
49116.5,49105.87,49105.86,49105.74,49105.21,49103.12,49102.85,49102.85,49102.8,49102.83,49103.19,48818.51734,48812.02,48811.78,48811.66879,48807.23,48807.47,48811.43,48811.43,48809.79,48806.56,48806.57,-454.47878886271076,-20.0537238953646,
49116.93611,49105.86,49105.74,49105.21,49103.12,49102.85,49102.85,49102.8,49102.83,49103.19,49103.19,48819.61501,48811.78,48811.66879,48807.23,48807.47,48811.43,48811.43,48809.79,48806.56,48806.57,48806.72,-526.3711337194,-656.712938238858,
49118.49,49105.74,49105.21,49103.12,49102.85,49102.85,49102.8,49102.83,49103.19,49103.19,49103.52,48821.30394,48811.66879,48807.23,48807.47,48811.43,48811.43,48809.79,48806.56,48806.57,48806.72,48805.46,-238.13644092132037,-543.2069069358955,
49119.62,49105.21,49103.12,49102.85,49102.85,49102.8,49102.83,49103.19,49103.19,49103.52,49103.83473,48821.30394,48807.23,48807.47,48811.43,48811.43,48809.79,48806.56,48806.57,48806.72,48805.46,48809.21,-778.3120434011323,-440.0377137229646,
49119.76,49103.12,49102.85,49102.85,49102.8,49102.83,49103.19,49103.19,49103.52,49103.83473,49105.01489,48822.77468,48807.47,48811.43,48811.43,48809.79,48806.56,48806.57,48806.72,48805.46,48809.21,48809.21,-358.55307435866416,-522.643458173063,
49120.89,49102.85,49102.85,49102.8,49102.83,49103.19,49103.19,49103.52,49103.83473,49105.01489,49105.01489,48827.94,48811.43,48811.43,48809.79,48806.56,48806.57,48806.72,48805.46,48809.21,48809.21,48808.79,-778.5044309700204,-403.5651249556186,
49119.2,49102.85,49102.8,49102.83,49103.19,49103.19,49103.52,49103.83473,49105.01489,49105.01489,49106.33,48826.05,48811.43,48809.79,48806.56,48806.57,48806.72,48805.46,48809.21,48809.21,48808.79,48809.29,-236.5738845573928,-57.53204762016865,
49119.71,49102.8,49102.83,49103.19,49103.19,49103.52,49103.83473,49105.01489,49105.01489,49106.33,49112.02,48825.65,48809.79,48806.56,48806.57,48806.72,48805.46,48809.21,48809.21,48808.79,48809.29,48816.22,360.7852327742902,-4.2365346015054115,
49119.3,49102.83,49103.19,49103.19,49103.52,49103.83473,49105.01489,49105.01489,49106.33,49112.02,49117.44,48828.13,48806.56,48806.57,48806.72,48805.46,48809.21,48809.21,48808.79,48809.29,48816.22,48817.93603,-456.3802976657995,-576.8502490959586,
49119.89,49103.19,49103.19,49103.52,49103.83473,49105.01489,49105.01489,49106.33,49112.02,49117.44,49115.81714,48828.13,48806.57,48806.72,48805.46,48809.21,48809.21,48808.79,48809.29,48816.22,48817.93603,48817.93603,-69.18043239907763,-173.6490289193822,
49120.29,49103.19,49103.52,49103.83473,49105.01489,49105.01489,49106.33,49112.02,49117.44,49115.81714,49115.81714,48828.13,48806.72,48805.46,48809.21,48809.21,48808.79,48809.29,48816.22,48817.93603,48817.93603,48816.45997,64.92453940134094,42.30383224942557,
49120.29,49103.52,49103.83473,49105.01489,49105.01489,49106.33,49112.02,49117.44,49115.81714,49115.81714,49116.71,48828.11,48805.46,48809.21,48809.21,48808.79,48809.29,48816.22,48817.93603,48817.93603,48816.45997,48816.45997,-32.15676774217532,-21.002884318733344,
49120.88,49103.83473,49105.01489,49105.01489,49106.33,49112.02,49117.44,49115.81714,49115.81714,49116.71,49115.22848,48828.11,48809.21,48809.21,48808.79,48809.29,48816.22,48817.93603,48817.93603,48816.45997,48816.45997,48816.00572,45.87079294701899,62.68186041307695,
49122.31497,49105.01489,49105.01489,49106.33,49112.02,49117.44,49115.81714,49115.81714,49116.71,49115.22848,49114.96,48828.11,48809.21,48808.79,48809.29,48816.22,48817.93603,48817.93603,48816.45997,48816.45997,48816.00572,48816.69124,25.092040218628117,98.49517613639361,
49121.62439,49105.01489,49106.33,49112.02,49117.44,49115.81714,49115.81714,49116.71,49115.22848,49114.96,49115.2,48828.06,48808.79,48809.29,48816.22,48817.93603,48817.93603,48816.45997,48816.45997,48816.00572,48816.69124,48816.69124,83.72939280213637,-2.9651349812011145,
49121.62439,49106.33,49112.02,49117.44,49115.81714,49115.81714,49116.71,49115.22848,49114.96,49115.2,49115.01334,48828.06,48809.29,48816.22,48817.93603,48817.93603,48816.45997,48816.45997,48816.00572,48816.69124,48816.69124,48815.95069,92.64794588501661,76.76764710977196,
49120.92,49112.02,49117.44,49115.81714,49115.81714,49116.71,49115.22848,49114.96,49115.2,49115.01334,49115.16,48827.74,48816.22,48817.93603,48817.93603,48816.45997,48816.45997,48816.00572,48816.69124,48816.69124,48815.95069,48815.95069,56.90381682137358,-18.861156105194958,
49120.79,49117.44,49115.81714,49115.81714,49116.71,49115.22848,49114.96,49115.2,49115.01334,49115.16,49115.74,48823.75156,48817.93603,48817.93603,48816.45997,48816.45997,48816.00572,48816.69124,48816.69124,48815.95069,48815.95069,48816.11393,59.402426264672165,22.443344477424315,
49121.59245,49115.81714,49115.81714,49116.71,49115.22848,49114.96,49115.2,49115.01334,49115.16,49115.74,49115.55174,48830.72,48817.93603,48816.45997,48816.45997,48816.00572,48816.69124,48816.69124,48815.95069,48815.95069,48816.11393,48816.11393,135.47620368036868,173.72956355771254,
49122.02596,49115.81714,49116.71,49115.22848,49114.96,49115.2,49115.01334,49115.16,49115.74,49115.55174,49115.55174,48830.19,48816.45997,48816.45997,48816.00572,48816.69124,48816.69124,48815.95069,48815.95069,48816.11393,48816.11393,48818.51734,182.42021651940271,-3.589383499779402,
49122.02596,49116.71,49115.22848,49114.96,49115.2,49115.01334,49115.16,49115.74,49115.55174,49115.55174,49116.5,48828.83,48816.45997,48816.00572,48816.69124,48816.69124,48815.95069,48815.95069,48816.11393,48816.11393,48818.51734,48818.51734,152.36059807766256,325.8038322479419,
49121.97463,49115.22848,49114.96,49115.2,49115.01334,49115.16,49115.74,49115.55174,49115.55174,49116.5,49116.93611,48828.03,48816.00572,48816.69124,48816.69124,48815.95069,48815.95069,48816.11393,48816.11393,48818.51734,48818.51734,48819.61501,280.53388808688703,218.82565751380156,
49121.97463,49114.96,49115.2,49115.01334,49115.16,49115.74,49115.55174,49115.55174,49116.5,49116.93611,49118.49,48822.28045,48816.69124,48816.69124,48815.95069,48815.95069,48816.11393,48816.11393,48818.51734,48818.51734,48819.61501,48821.30394,223.3125905125862,7.327568474975042,
49122.84418,49115.2,49115.01334,49115.16,49115.74,49115.55174,49115.55174,49116.5,49116.93611,49118.49,49119.62,48826.53,48816.69124,48815.95069,48815.95069,48816.11393,48816.11393,48818.51734,48818.51734,48819.61501,48821.30394,48821.30394,205.80092117180067,272.43680375037184,
49122.84418,49115.01334,49115.16,49115.74,49115.55174,49115.55174,49116.5,49116.93611,49118.49,49119.62,49119.76,48826.45,48815.95069,48815.95069,48816.11393,48816.11393,48818.51734,48818.51734,48819.61501,48821.30394,48821.30394,48822.77468,308.7215946880783,433.2084884519525,
49123.73398,49115.16,49115.74,49115.55174,49115.55174,49116.5,49116.93611,49118.49,49119.62,49119.76,49120.89,48841.75,48815.95069,48816.11393,48816.11393,48818.51734,48818.51734,48819.61501,48821.30394,48821.30394,48822.77468,48827.94,240.3772791862296,266.36930992227633,
49133.74,49115.74,49115.55174,49115.55174,49116.5,49116.93611,49118.49,49119.62,49119.76,49120.89,49119.2,48835.95756,48816.11393,48816.11393,48818.51734,48818.51734,48819.61501,48821.30394,48821.30394,48822.77468,48827.94,48826.05,282.6321563340966,186.7566939426624,
49132.44,49115.55174,49115.55174,49116.5,49116.93611,49118.49,49119.62,49119.76,49120.89,49119.2,49119.71,48834.548,48816.11393,48818.51734,48818.51734,48819.61501,48821.30394,48821.30394,48822.77468,48827.94,48826.05,48825.65,278.860674883656,293.84844135092214,
49129.68,49115.55174,49116.5,49116.93611,49118.49,49119.62,49119.76,49120.89,49119.2,49119.71,49119.3,48834.548,48818.51734,48818.51734,48819.61501,48821.30394,48821.30394,48822.77468,48827.94,48826.05,48825.65,48828.13,290.92193041355563,464.64063824403695,
49128.56033,49116.5,49116.93611,49118.49,49119.62,49119.76,49120.89,49119.2,49119.71,49119.3,49119.89,48831.84478,48818.51734,48819.61501,48821.30394,48821.30394,48822.77468,48827.94,48826.05,48825.65,48828.13,48828.13,304.83116135369045,241.73590820777366,
49128.56033,49116.93611,49118.49,49119.62,49119.76,49120.89,49119.2,49119.71,49119.3,49119.89,49120.29,48824.51,48819.61501,48821.30394,48821.30394,48822.77468,48827.94,48826.05,48825.65,48828.13,48828.13,48828.13,240.3314122979324,360.9604595937011,
49122.16,49118.49,49119.62,49119.76,49120.89,49119.2,49119.71,49119.3,49119.89,49120.29,49120.29,48823.28606,48821.30394,48821.30394,48822.77468,48827.94,48826.05,48825.65,48828.13,48828.13,48828.13,48828.11,334.739392969089,436.86394478750486,
49114.88,49119.62,49119.76,49120.89,49119.2,49119.71,49119.3,49119.89,49120.29,49120.29,49120.88,48820.15595,48821.30394,48822.77468,48827.94,48826.05,48825.65,48828.13,48828.13,48828.13,48828.11,48828.11,428.58489722083414,441.1972342983495,
49113.15,49119.76,49120.89,49119.2,49119.71,49119.3,49119.89,49120.29,49120.29,49120.88,49122.31497,48820.15595,48822.77468,48827.94,48826.05,48825.65,48828.13,48828.13,48828.13,48828.11,48828.11,48828.11,208.898311927725,168.4164344967982,
49116.86,49120.89,49119.2,49119.71,49119.3,49119.89,49120.29,49120.29,49120.88,49122.31497,49121.62439,48820.85394,48827.94,48826.05,48825.65,48828.13,48828.13,48828.13,48828.11,48828.11,48828.11,48828.06,134.81777751734995,339.5055286116473,
49122.39,49119.2,49119.71,49119.3,49119.89,49120.29,49120.29,49120.88,49122.31497,49121.62439,49121.62439,48820.85394,48826.05,48825.65,48828.13,48828.13,48828.13,48828.11,48828.11,48828.11,48828.06,48828.06,415.8969123074363,345.7926232706377,
49120.47,49119.71,49119.3,49119.89,49120.29,49120.29,49120.88,49122.31497,49121.62439,49121.62439,49120.92,48823.50249,48825.65,48828.13,48828.13,48828.13,48828.11,48828.11,48828.11,48828.06,48828.06,48827.74,193.29413381293588,111.2917914175171,
49121.2,49119.3,49119.89,49120.29,49120.29,49120.88,49122.31497,49121.62439,49121.62439,49120.92,49120.79,48823.50249,48828.13,48828.13,48828.13,48828.11,48828.11,48828.11,48828.06,48828.06,48827.74,48823.75156,11.722188044211753,334.67324428763334,
49120.59,49119.89,49120.29,49120.29,49120.88,49122.31497,49121.62439,49121.62439,49120.92,49120.79,49121.59245,48823.02086,48828.13,48828.13,48828.11,48828.11,48828.11,48828.06,48828.06,48827.74,48823.75156,48830.72,169.9192694177214,207.8093283408898,
49121.36248,49120.29,49120.29,49120.88,49122.31497,49121.62439,49121.62439,49120.92,49120.79,49121.59245,49122.02596,48842.14,48828.13,48828.11,48828.11,48828.11,48828.06,48828.06,48827.74,48823.75156,48830.72,48830.19,103.54658932737033,131.11290557206266,
49127.72854,49120.29,49120.88,49122.31497,49121.62439,49121.62439,49120.92,49120.79,49121.59245,49122.02596,49122.02596,48841.58,48828.11,48828.11,48828.11,48828.06,48828.06,48827.74,48823.75156,48830.72,48830.19,48828.83,56.486579292799846,184.46499023564422,
49127.72854,49120.88,49122.31497,49121.62439,49121.62439,49120.92,49120.79,49121.59245,49122.02596,49122.02596,49121.97463,48841.48,48828.11,48828.11,48828.06,48828.06,48827.74,48823.75156,48830.72,48830.19,48828.83,48828.03,122.07482923027936,41.708838281362915,
49127.1132,49122.31497,49121.62439,49121.62439,49120.92,49120.79,49121.59245,49122.02596,49122.02596,49121.97463,49121.97463,48838.79,48828.11,48828.06,48828.06,48827.74,48823.75156,48830.72,48830.19,48828.83,48828.03,48822.28045,153.09771320120694,265.6974910077819,
49124.8,49121.62439,49121.62439,49120.92,49120.79,49121.59245,49122.02596,49122.02596,49121.97463,49121.97463,49122.84418,48838.79,48828.06,48828.06,48827.74,48823.75156,48830.72,48830.19,48828.83,48828.03,48822.28045,48826.53,96.98004441601451,156.2771222175532,
49126.15,49121.62439,49120.92,49120.79,49121.59245,49122.02596,49122.02596,49121.97463,49121.97463,49122.84418,49122.84418,48834.86,48828.06,48827.74,48823.75156,48830.72,48830.19,48828.83,48828.03,48822.28045,48826.53,48826.45,167.819079948519,699.1562363247713,
49121.02,49120.92,49120.79,49121.59245,49122.02596,49122.02596,49121.97463,49121.97463,49122.84418,49122.84418,49123.73398,48836.38,48827.74,48823.75156,48830.72,48830.19,48828.83,48828.03,48822.28045,48826.53,48826.45,48841.75,486.02414318634175,71.38210228239821,
49121.02,49120.79,49121.59245,49122.02596,49122.02596,49121.97463,49121.97463,49122.84418,49122.84418,49123.73398,49133.74,48829.94,48823.75156,48830.72,48830.19,48828.83,48828.03,48822.28045,48826.53,48826.45,48841.75,48835.95756,169.15055581628204,307.44374626706207,
49121.03,49121.59245,49122.02596,49122.02596,49121.97463,49121.97463,49122.84418,49122.84418,49123.73398,49133.74,49132.44,48830.43,48830.72,48830.19,48828.83,48828.03,48822.28045,48826.53,48826.45,48841.75,48835.95756,48834.548,187.16881077526355,382.4656774345813,
49125.02,49122.02596,49122.02596,49121.97463,49121.97463,49122.84418,49122.84418,49123.73398,49133.74,49132.44,49129.68,48817.7243,48830.19,48828.83,48828.03,48822.28045,48826.53,48826.45,48841.75,48835.95756,48834.548,48834.548,224.00696445824997,118.5396953521541,
49118.36,49122.02596,49121.97463,49121.97463,49122.84418,49122.84418,49123.73398,49133.74,49132.44,49129.68,49128.56033,48817.87,48828.83,48828.03,48822.28045,48826.53,48826.45,48841.75,48835.95756,48834.548,48834.548,48831.84478,202.80699234509126,130.31498770544002,
49118.07,49121.97463,49121.97463,49122.84418,49122.84418,49123.73398,49133.74,49132.44,49129.68,49128.56033,49128.56033,48824.46159,48828.03,48822.28045,48826.53,48826.45,48841.75,48835.95756,48834.548,48834.548,48831.84478,48824.51,-2.1856166143768143,180.0278217573879,
49122.49,49121.97463,49122.84418,49122.84418,49123.73398,49133.74,49132.44,49129.68,49128.56033,49128.56033,49122.16,48825.05,48822.28045,48826.53,48826.45,48841.75,48835.95756,48834.548,48834.548,48831.84478,48824.51,48823.28606,-218.13674185547865,-231.9982027754152,
49118.64,49122.84418,49122.84418,49123.73398,49133.74,49132.44,49129.68,49128.56033,49128.56033,49122.16,49114.88,48821.58923,48826.53,48826.45,48841.75,48835.95756,48834.548,48834.548,48831.84478,48824.51,48823.28606,48820.15595,2.5869064041580847,97.66201736897989,
49118.64,49122.84418,49123.73398,49133.74,49132.44,49129.68,49128.56033,49128.56033,49122.16,49114.88,49113.15,48816.07,48826.45,48841.75,48835.95756,48834.548,48834.548,48831.84478,48824.51,48823.28606,48820.15595,48820.15595,40.18448209796475,51.96783243366332,
49114.35,49123.73398,49133.74,49132.44,49129.68,49128.56033,49128.56033,49122.16,49114.88,49113.15,49116.86,48819.9735,48841.75,48835.95756,48834.548,48834.548,48831.84478,48824.51,48823.28606,48820.15595,48820.15595,48820.85394,142.8082090973419,-229.96823940362435,
49115.36,49133.74,49132.44,49129.68,49128.56033,49128.56033,49122.16,49114.88,49113.15,49116.86,49122.39,48819.9735,48835.95756,48834.548,48834.548,48831.84478,48824.51,48823.28606,48820.15595,48820.15595,48820.85394,48820.85394,-66.6152743938023,37.67653385352392,
49115.06,49132.44,49129.68,49128.56033,49128.56033,49122.16,49114.88,49113.15,49116.86,49122.39,49120.47,48819.98233,48834.548,48834.548,48831.84478,48824.51,48823.28606,48820.15595,48820.15595,48820.85394,48820.85394,48823.50249,22.521300453513906,-26.242655048533905,
49117.18,49129.68,49128.56033,49128.56033,49122.16,49114.88,49113.15,49116.86,49122.39,49120.47,49121.2,48820.4789,48834.548,48831.84478,48824.51,48823.28606,48820.15595,48820.15595,48820.85394,48820.85394,48823.50249,48823.50249,82.7023560047738,-101.084957449828,
49117.18,49128.56033,49128.56033,49122.16,49114.88,49113.15,49116.86,49122.39,49120.47,49121.2,49120.59,48820.4789,48831.84478,48824.51,48823.28606,48820.15595,48820.15595,48820.85394,48820.85394,48823.50249,48823.50249,48823.02086,51.91910290996409,531.5194327525616,
49118.75876,49128.56033,49122.16,49114.88,49113.15,49116.86,49122.39,49120.47,49121.2,49120.59,49121.36248,48821.14293,48824.51,48823.28606,48820.15595,48820.15595,48820.85394,48820.85394,48823.50249,48823.50249,48823.02086,48842.14,171.562312871899,149.4996833321511,
49120.48243,49122.16,49114.88,49113.15,49116.86,49122.39,49120.47,49121.2,49120.59,49121.36248,49127.72854,48821.14293,48823.28606,48820.15595,48820.15595,48820.85394,48820.85394,48823.50249,48823.50249,48823.02086,48842.14,48841.58,153.0266053253632,169.3101737621092,
49108.72823,49114.88,49113.15,49116.86,49122.39,49120.47,49121.2,49120.59,49121.36248,49127.72854,49127.72854,48817.70507,48820.15595,48820.15595,48820.85394,48820.85394,48823.50249,48823.50249,48823.02086,48842.14,48841.58,48841.48,65.18968903932293,137.84238273549522,
49108.72823,49113.15,49116.86,49122.39,49120.47,49121.2,49120.59,49121.36248,49127.72854,49127.72854,49127.1132,48808.81,48820.15595,48820.85394,48820.85394,48823.50249,48823.50249,48823.02086,48842.14,48841.58,48841.48,48838.79,57.687346224982,117.87986446381368,
49102.51,49116.86,49122.39,49120.47,49121.2,49120.59,49121.36248,49127.72854,49127.72854,49127.1132,49124.8,48817.91,48820.85394,48820.85394,48823.50249,48823.50249,48823.02086,48842.14,48841.58,48841.48,48838.79,48838.79,129.87740302215659,337.4331389360135,
49103.4,49122.39,49120.47,49121.2,49120.59,49121.36248,49127.72854,49127.72854,49127.1132,49124.8,49126.15,48807.91,48820.85394,48823.50249,48823.50249,48823.02086,48842.14,48841.58,48841.48,48838.79,48838.79,48834.86,-108.45412054708001,46.596559052712244,
49104.37,49120.47,49121.2,49120.59,49121.36248,49127.72854,49127.72854,49127.1132,49124.8,49126.15,49121.02,48808.05,48823.50249,48823.50249,48823.02086,48842.14,48841.58,48841.48,48838.79,48838.79,48834.86,48836.38,-9.365418200654679,-116.97606425804778,
49105.41,49121.2,49120.59,49121.36248,49127.72854,49127.72854,49127.1132,49124.8,49126.15,49121.02,49121.02,48807.27,48823.50249,48823.02086,48842.14,48841.58,48841.48,48838.79,48838.79,48834.86,48836.38,48829.94,50.89042790761034,224.79059025197768,
49104.42063,49120.59,49121.36248,49127.72854,49127.72854,49127.1132,49124.8,49126.15,49121.02,49121.02,49121.03,48807.27,48823.02086,48842.14,48841.58,48841.48,48838.79,48838.79,48834.86,48836.38,48829.94,48830.43,118.95046640428939,-504.0417471692683,
49105.25,49121.36248,49127.72854,49127.72854,49127.1132,49124.8,49126.15,49121.02,49121.02,49121.03,49125.02,48807.61,48842.14,48841.58,48841.48,48838.79,48838.79,48834.86,48836.38,48829.94,48830.43,48817.7243,-164.91485337305656,74.96343559604192,
49105.25,49127.72854,49127.72854,49127.1132,49124.8,49126.15,49121.02,49121.02,49121.03,49125.02,49118.36,48807.59,48841.58,48841.48,48838.79,48838.79,48834.86,48836.38,48829.94,48830.43,48817.7243,48817.87,-202.50544355917697,26.05326627665613,
49106.12,49127.72854,49127.1132,49124.8,49126.15,49121.02,49121.02,49121.03,49125.02,49118.36,49118.07,48808.11,48841.48,48838.79,48838.79,48834.86,48836.38,48829.94,48830.43,48817.7243,48817.87,48824.46159,255.05807661363733,64.76179440140804,
49107.08,49127.1132,49124.8,49126.15,49121.02,49121.02,49121.03,49125.02,49118.36,49118.07,49122.49,48807.45,48838.79,48838.79,48834.86,48836.38,48829.94,48830.43,48817.7243,48817.87,48824.46159,48825.05,30.868375779715727,-381.39558341933076,
49101.96927,49124.8,49126.15,49121.02,49121.02,49121.03,49125.02,49118.36,49118.07,49122.49,49118.64,48805.13,48838.79,48834.86,48836.38,48829.94,48830.43,48817.7243,48817.87,48824.46159,48825.05,48821.58923,-428.81160127231635,-65.20107029550327,
49101.96927,49126.15,49121.02,49121.02,49121.03,49125.02,49118.36,49118.07,49122.49,49118.64,49118.64,48803.31,48834.86,48836.38,48829.94,48830.43,48817.7243,48817.87,48824.46159,48825.05,48821.58923,48816.07,-169.3696130395652,157.46183339957523,
49102.48714,49121.02,49121.02,49121.03,49125.02,49118.36,49118.07,49122.49,49118.64,49118.64,49114.35,48803.31,48836.38,48829.94,48830.43,48817.7243,48817.87,48824.46159,48825.05,48821.58923,48816.07,48819.9735,-10.402764049942636,-501.5770676554381,
49102.48714,49121.02,49121.03,49125.02,49118.36,49118.07,49122.49,49118.64,49118.64,49114.35,49115.36,48802.34,48829.94,48830.43,48817.7243,48817.87,48824.46159,48825.05,48821.58923,48816.07,48819.9735,48819.9735,-298.68815630758905,-365.84785868351145,
49102.29256,49121.03,49125.02,49118.36,49118.07,49122.49,49118.64,49118.64,49114.35,49115.36,49115.06,48809.78,48830.43,48817.7243,48817.87,48824.46159,48825.05,48821.58923,48816.07,48819.9735,48819.9735,48819.98233,-411.9848120483669,-73.81314501028379,
49100.00919,49125.02,49118.36,49118.07,49122.49,49118.64,49118.64,49114.35,49115.36,49115.06,49117.18,48802.07896,48817.7243,48817.87,48824.46159,48825.05,48821.58923,48816.07,48819.9735,48819.9735,48819.98233,48820.4789,-213.00933698544327,-397.51642830030255,
49100.00919,49118.36,49118.07,49122.49,49118.64,49118.64,49114.35,49115.36,49115.06,49117.18,49117.18,48801.90679,48817.87,48824.46159,48825.05,48821.58923,48816.07,48819.9735,48819.9735,48819.98233,48820.4789,48820.4789,-19.275895916451947,-154.57894710409104,
49101.76144,49118.07,49122.49,49118.64,49118.64,49114.35,49115.36,49115.06,49117.18,49117.18,49118.75876,48801.90679,48824.46159,48825.05,48821.58923,48816.07,48819.9735,48819.9735,48819.98233,48820.4789,48820.4789,48821.14293,-89.63804273469496,-127.234331535352,
49101.76144,49122.49,49118.64,49118.64,49114.35,49115.36,49115.06,49117.18,49117.18,49118.75876,49120.48243,48800.53051,48825.05,48821.58923,48816.07,48819.9735,48819.9735,48819.98233,48820.4789,48820.4789,48821.14293,48821.14293,-505.30688083752386,-198.10239249513697,
49099.79375,49118.64,49118.64,49114.35,49115.36,49115.06,49117.18,49117.18,49118.75876,49120.48243,49108.72823,48800.53051,48821.58923,48816.07,48819.9735,48819.9735,48819.98233,48820.4789,48820.4789,48821.14293,48821.14293,48817.70507,-248.55687934750523,-240.5759967613436,
49091.43553,49118.64,49114.35,49115.36,49115.06,49117.18,49117.18,49118.75876,49120.48243,49108.72823,49108.72823,48793.23704,48816.07,48819.9735,48819.9735,48819.98233,48820.4789,48820.4789,48821.14293,48821.14293,48817.70507,48808.81,-146.84646081271256,115.96717375890687,
49069.71374,49114.35,49115.36,49115.06,49117.18,49117.18,49118.75876,49120.48243,49108.72823,49108.72823,49102.51,48763.79789,48819.9735,48819.9735,48819.98233,48820.4789,48820.4789,48821.14293,48821.14293,48817.70507,48808.81,48817.91,-423.823294613916,-421.2613991335904,
49069.71374,49115.36,49115.06,49117.18,49117.18,49118.75876,49120.48243,49108.72823,49108.72823,49102.51,49103.4,48763.21946,48819.9735,48819.98233,48820.4789,48820.4789,48821.14293,48821.14293,48817.70507,48808.81,48817.91,48807.91,-235.79449596719195,248.64360475991325,
49059.8098,49115.06,49117.18,49117.18,49118.75876,49120.48243,49108.72823,49108.72823,49102.51,49103.4,49104.37,48759.66076,48819.98233,48820.4789,48820.4789,48821.14293,48821.14293,48817.70507,48808.81,48817.91,48807.91,48808.05,-128.84390192078274,-1036.5069521582072,
49059.8098,49117.18,49117.18,49118.75876,49120.48243,49108.72823,49108.72823,49102.51,49103.4,49104.37,49105.41,48759.66076,48820.4789,48820.4789,48821.14293,48821.14293,48817.70507,48808.81,48817.91,48807.91,48808.05,48807.27,-512.4151670520129,-158.90989353506427,
49052.92681,49117.18,49118.75876,49120.48243,49108.72823,49108.72823,49102.51,49103.4,49104.37,49105.41,49104.42063,48753.62,48820.4789,48821.14293,48821.14293,48817.70507,48808.81,48817.91,48807.91,48808.05,48807.27,48807.27,-196.70039344072327,-287.75943385103926,
49054.30838,49118.75876,49120.48243,49108.72823,49108.72823,49102.51,49103.4,49104.37,49105.41,49104.42063,49105.25,48754.8993,48821.14293,48821.14293,48817.70507,48808.81,48817.91,48807.91,48808.05,48807.27,48807.27,48807.61,-223.79221327574496,-510.01127708160897,
49053.74,49120.48243,49108.72823,49108.72823,49102.51,49103.4,49104.37,49105.41,49104.42063,49105.25,49105.25,48754.8993,48821.14293,48817.70507,48808.81,48817.91,48807.91,48808.05,48807.27,48807.27,48807.61,48807.59,-261.21552178892114,-642.7618403562894,
