ask,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,bid,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,ask_pade,bid_pade
49101.29,48997.61,49000.77991,49000.54915,49000.54915,49003.61,49069.34254,49057.04202,49057.04202,49048.71,49035.12,48804.99256,48700.77608,48703.74,48704.37,48704.37,48765.91761,48766.09,48763.73832,48754.5,48754.79,48750.28172,1040.5519244245156,1312.2339276290274,
49110.00704,49000.77991,49000.54915,49000.54915,49003.61,49069.34254,49057.04202,49057.04202,49048.71,49035.12,49044.92,48804.99256,48703.74,48704.37,48704.37,48765.91761,48766.09,48763.73832,48754.5,48754.79,48750.28172,48756.34,753.7952672867168,906.4078485777267,
49113.82,49000.54915,49000.54915,49003.61,49069.34254,49057.04202,49057.04202,49048.71,49035.12,49044.92,49048.39263,48811.87331,48704.37,48704.37,48765.91761,48766.09,48763.73832,48754.5,48754.79,48750.28172,48756.34,48762.07,902.896747797598,942.2345710293129,
49108.99,49000.54915,49003.61,49069.34254,49057.04202,49057.04202,49048.71,49035.12,49044.92,49048.39263,49049.18,48812.04347,48704.37,48765.91761,48766.09,48763.73832,48754.5,48754.79,48750.28172,48756.34,48762.07,48761.55,1144.0506970603267,1292.0145426433476,
49113.12717,49003.61,49069.34254,49057.04202,49057.04202,49048.71,49035.12,49044.92,49048.39263,49049.18,49054.8,48812.04347,48765.91761,48766.09,48763.73832,48754.5,48754.79,48750.28172,48756.34,48762.07,48761.55,48764.09475,1214.7592361177076,1136.9260129952988,
49119.58734,49069.34254,49057.04202,49057.04202,49048.71,49035.12,49044.92,49048.39263,49049.18,49054.8,49059.44,48818.18268,48766.09,48763.73832,48754.5,48754.79,48750.28172,48756.34,48762.07,48761.55,48764.09475,48767.91952,885.4454714280835,1299.2564971415422,
49102.53,49057.04202,49057.04202,49048.71,49035.12,49044.92,49048.39263,49049.18,49054.8,49059.44,49057.85,48805.65472,48763.73832,48754.5,48754.79,48750.28172,48756.34,48762.07,48761.55,48764.09475,48767.91952,48767.91952,1000.4785492832839,1066.3624139308208,
49090.29,49057.04202,49048.71,49035.12,49044.92,49048.39263,49049.18,49054.8,49059.44,49057.85,49053.31,48793.50082,48754.5,48754.79,48750.28172,48756.34,48762.07,48761.55,48764.09475,48767.91952,48767.91952,48764.46042,1301.9037625930962,1341.883024788495,
49080.27458,49048.71,49035.12,49044.92,49048.39263,49049.18,49054.8,49059.44,49057.85,49053.31,49061.81,48780.66866,48754.79,48750.28172,48756.34,48762.07,48761.55,48764.09475,48767.91952,48767.91952,48764.46042,48770.80803,1103.1272016623182,1355.76400630923,
49079.49,49035.12,49044.92,49048.39263,49049.18,49054.8,49059.44,49057.85,49053.31,49061.81,49061.81,48780.66866,48750.28172,48756.34,48762.07,48761.55,48764.09475,48767.91952,48767.91952,48764.46042,48770.80803,48770.80803,1677.0916143116851,1628.6487519057534,
49079.49,49044.92,49048.39263,49049.18,49054.8,49059.44,49057.85,49053.31,49061.81,49061.81,49082.36,48782.05405,48756.34,48762.07,48761.55,48764.09475,48767.91952,48767.91952,48764.46042,48770.80803,48770.80803,48791.19115,2165.663504376499,2182.3588725624563,
49081.18,49048.39263,49049.18,49054.8,49059.44,49057.85,49053.31,49061.81,49061.81,49082.36,49108.9,48782.05405,48762.07,48761.55,48764.09475,48767.91952,48767.91952,48764.46042,48770.80803,48770.80803,48791.19115,48813.15948,1711.091595097388,1675.3888536748789,
49078.73,49049.18,49054.8,49059.44,49057.85,49053.31,49061.81,49061.81,49082.36,49108.9,49108.71,48785.19,48761.55,48764.09475,48767.91952,48767.91952,48764.46042,48770.80803,48770.80803,48791.19115,48813.15948,48814.05977,1614.9396560202085,1417.0010422623777,
49080.43545,49054.8,49059.44,49057.85,49053.31,49061.81,49061.81,49082.36,49108.9,49108.71,49107.65,48785.55,48764.09475,48767.91952,48767.91952,48764.46042,48770.80803,48770.80803,48791.19115,48813.15948,48814.05977,48801.61493,1598.0043174989246,1798.7833155511453,
49084.661,49059.44,49057.85,49053.31,49061.81,49061.81,49082.36,49108.9,49108.71,49107.65,49097.09,48789.15,48767.91952,48767.91952,48764.46042,48770.80803,48770.80803,48791.19115,48813.15948,48814.05977,48801.61493,48801.61493,1773.4554555455086,1943.0280251974564,
49087.38348,49057.85,49053.31,49061.81,49061.81,49082.36,49108.9,49108.71,49107.65,49097.09,49096.06,48791.26,48767.91952,48764.46042,48770.80803,48770.80803,48791.19115,48813.15948,48814.05977,48801.61493,48801.61493,48809.30584,1739.6110577130964,1761.027877617494,
49087.38348,49053.31,49061.81,49061.81,49082.36,49108.9,49108.71,49107.65,49097.09,49096.06,49098.04,48790.09,48764.46042,48770.80803,48770.80803,48791.19115,48813.15948,48814.05977,48801.61493,48801.61493,48809.30584,48807.5791,1653.4335391419843,1286.7417840861615,
49088.3212,49061.81,49061.81,49082.36,49108.9,49108.71,49107.65,49097.09,49096.06,49098.04,49098.72,48789.27,48770.80803,48770.80803,48791.19115,48813.15948,48814.05977,48801.61493,48801.61493,48809.30584,48807.5791,48793.56,1679.9202456955418,2215.3726267030397,
49088.3212,49061.81,49082.36,49108.9,49108.71,49107.65,49097.09,49096.06,49098.04,49098.72,49097.18,48796.05,48770.80803,48791.19115,48813.15948,48814.05977,48801.61493,48801.61493,48809.30584,48807.5791,48793.56,48807.5791,1308.7746945276997,1281.344361434648,
49090.79311,49082.36,49108.9,49108.71,49107.65,49097.09,49096.06,49098.04,49098.72,49097.18,49089.48,48798.33,48791.19115,48813.15948,48814.05977,48801.61493,48801.61493,48809.30584,48807.5791,48793.56,48807.5791,48799.11149,1863.1713573172913,1858.9150078367993,
49090.79311,49108.9,49108.71,49107.65,49097.09,49096.06,49098.04,49098.72,49097.18,49089.48,49101.29,48798.56,48813.15948,48814.05977,48801.61493,48801.61493,48809.30584,48807.5791,48793.56,48807.5791,48799.11149,48804.99256,2156.914292397418,3101.202539982973,
49089.32,49108.71,49107.65,49097.09,49096.06,49098.04,49098.72,49097.18,49089.48,49101.29,49110.00704,48798.68,48814.05977,48801.61493,48801.61493,48809.30584,48807.5791,48793.56,48807.5791,48799.11149,48804.99256,48804.99256,3069.336059516475,505.62293112721983,
49089.07,49107.65,49097.09,49096.06,49098.04,49098.72,49097.18,49089.48,49101.29,49110.00704,49113.82,48786.57,48801.61493,48801.61493,48809.30584,48807.5791,48793.56,48807.5791,48799.11149,48804.99256,48804.99256,48811.87331,19.116689800406288,3187.656115782019,
49083.59185,49097.09,49096.06,49098.04,49098.72,49097.18,49089.48,49101.29,49110.00704,49113.82,49108.99,48784.06576,48801.61493,48809.30584,48807.5791,48793.56,48807.5791,48799.11149,48804.99256,48804.99256,48811.87331,48812.04347,4290.491048353821,2177.160507775669,
49075.69401,49096.06,49098.04,49098.72,49097.18,49089.48,49101.29,49110.00704,49113.82,49108.99,49113.12717,48787.11,48809.30584,48807.5791,48793.56,48807.5791,48799.11149,48804.99256,48804.99256,48811.87331,48812.04347,48812.04347,2289.523300213104,1229.0361368261579,
49075.69401,49098.04,49098.72,49097.18,49089.48,49101.29,49110.00704,49113.82,49108.99,49113.12717,49119.58734,48784.0,48807.5791,48793.56,48807.5791,48799.11149,48804.99256,48804.99256,48811.87331,48812.04347,48812.04347,48818.18268,1725.367053859263,181.29260153859784,
49071.85546,49098.72,49097.18,49089.48,49101.29,49110.00704,49113.82,49108.99,49113.12717,49119.58734,49102.53,48782.41,48793.56,48807.5791,48799.11149,48804.99256,48804.99256,48811.87331,48812.04347,48812.04347,48818.18268,48805.65472,959.4859491562856,598.5235551710272,
49071.85546,49097.18,49089.48,49101.29,49110.00704,49113.82,49108.99,49113.12717,49119.58734,49102.53,49090.29,48782.32,48807.5791,48799.11149,48804.99256,48804.99256,48811.87331,48812.04347,48812.04347,48818.18268,48805.65472,48793.50082,72.04300884862555,258.7244207342591,
49074.17,49089.48,49101.29,49110.00704,49113.82,49108.99,49113.12717,49119.58734,49102.53,49090.29,49080.27458,48783.92,48799.11149,48804.99256,48804.99256,48811.87331,48812.04347,48812.04347,48818.18268,48805.65472,48793.50082,48780.66866,499.66187430009586,311.362345786888,
49072.41,49101.29,49110.00704,49113.82,49108.99,49113.12717,49119.58734,49102.53,49090.29,49080.27458,49079.49,48777.61,48804.99256,48804.99256,48811.87331,48812.04347,48812.04347,48818.18268,48805.65472,48793.50082,48780.66866,48780.66866,979.214437040247,774.4405137931735,
49066.16,49110.00704,49113.82,49108.99,49113.12717,49119.58734,49102.53,49090.29,49080.27458,49079.49,49079.49,48769.04451,48804.99256,48811.87331,48812.04347,48812.04347,48818.18268,48805.65472,48793.50082,48780.66866,48780.66866,48782.05405,598.2980827434207,452.2577145745868,
49061.45,49113.82,49108.99,49113.12717,49119.58734,49102.53,49090.29,49080.27458,49079.49,49079.49,49081.18,48769.04451,48811.87331,48812.04347,48812.04347,48818.18268,48805.65472,48793.50082,48780.66866,48780.66866,48782.05405,48782.05405,309.60136171092466,320.90934390252977,
49048.79,49108.99,49113.12717,49119.58734,49102.53,49090.29,49080.27458,49079.49,49079.49,49081.18,49078.73,48760.00789,48812.04347,48812.04347,48818.18268,48805.65472,48793.50082,48780.66866,48780.66866,48782.05405,48782.05405,48785.19,611.8081833518296,384.56897836547745,
49046.13712,49113.12717,49119.58734,49102.53,49090.29,49080.27458,49079.49,49079.49,49081.18,49078.73,49080.43545,48751.23,48812.04347,48818.18268,48805.65472,48793.50082,48780.66866,48780.66866,48782.05405,48782.05405,48785.19,48785.55,874.3337847256586,697.8257056532207,
49041.32,49119.58734,49102.53,49090.29,49080.27458,49079.49,49079.49,49081.18,49078.73,49080.43545,49084.661,48746.95381,48818.18268,48805.65472,48793.50082,48780.66866,48780.66866,48782.05405,48782.05405,48785.19,48785.55,48789.15,194.67761900603483,200.86258418130262,
49038.85,49102.53,49090.29,49080.27458,49079.49,49079.49,49081.18,49078.73,49080.43545,49084.661,49087.38348,48745.74,48805.65472,48793.50082,48780.66866,48780.66866,48782.05405,48782.05405,48785.19,48785.55,48789.15,48791.26,1335.0055725261454,1119.4495225614394,
49038.69,49090.29,49080.27458,49079.49,49079.49,49081.18,49078.73,49080.43545,49084.661,49087.38348,49087.38348,48741.68,48793.50082,48780.66866,48780.66866,48782.05405,48782.05405,48785.19,48785.55,48789.15,48791.26,48790.09,632.2291941839735,377.7034461609497,
49037.2,49080.27458,49079.49,49079.49,49081.18,49078.73,49080.43545,49084.661,49087.38348,49087.38348,49088.3212,48741.66229,48780.66866,48780.66866,48782.05405,48782.05405,48785.19,48785.55,48789.15,48791.26,48790.09,48789.27,-119.9215810511344,42.3970087483377,
49033.93,49079.49,49079.49,49081.18,49078.73,49080.43545,49084.661,49087.38348,49087.38348,49088.3212,49088.3212,48741.84,48780.66866,48782.05405,48782.05405,48785.19,48785.55,48789.15,48791.26,48790.09,48789.27,48796.05,1040.7394026416955,559.1361842140461,
49033.23,49079.49,49081.18,49078.73,49080.43545,49084.661,49087.38348,49087.38348,49088.3212,49088.3212,49090.79311,48741.17,48782.05405,48782.05405,48785.19,48785.55,48789.15,48791.26,48790.09,48789.27,48796.05,48798.33,159.1394691093408,666.4618011236695,
49033.39,49081.18,49078.73,49080.43545,49084.661,49087.38348,49087.38348,49088.3212,49088.3212,49090.79311,49090.79311,48745.95,48782.05405,48785.19,48785.55,48789.15,48791.26,48790.09,48789.27,48796.05,48798.33,48798.56,-132.0534057056219,-733.8388560288206,
49033.46,49078.73,49080.43545,49084.661,49087.38348,49087.38348,49088.3212,49088.3212,49090.79311,49090.79311,49089.32,48745.45,48785.19,48785.55,48789.15,48791.26,48790.09,48789.27,48796.05,48798.33,48798.56,48798.68,-409.3802915907238,-1095.6560529814199,
49033.82,49080.43545,49084.661,49087.38348,49087.38348,49088.3212,49088.3212,49090.79311,49090.79311,49089.32,49089.07,48745.59527,48785.55,48789.15,48791.26,48790.09,48789.27,48796.05,48798.33,48798.56,48798.68,48786.57,-616.4385493082691,-319.6646215631441,
49034.82,49084.661,49087.38348,49087.38348,49088.3212,49088.3212,49090.79311,49090.79311,49089.32,49089.07,49083.59185,48744.71089,48789.15,48791.26,48790.09,48789.27,48796.05,48798.33,48798.56,48798.68,48786.57,48784.06576,-525.8973664087932,234.45090544460285,
49034.11,49087.38348,49087.38348,49088.3212,49088.3212,49090.79311,49090.79311,49089.32,49089.07,49083.59185,49075.69401,48744.91,48791.26,48790.09,48789.27,48796.05,48798.33,48798.56,48798.68,48786.57,48784.06576,48787.11,-342.46403983431895,-1732.4438230445169,
49034.7,49087.38348,49088.3212,49088.3212,49090.79311,49090.79311,49089.32,49089.07,49083.59185,49075.69401,49075.69401,48745.98,48790.09,48789.27,48796.05,48798.33,48798.56,48798.68,48786.57,48784.06576,48787.11,48784.0,-83.24744024043878,-177.19740585336518,
49035.39,49088.3212,49088.3212,49090.79311,49090.79311,49089.32,49089.07,49083.59185,49075.69401,49075.69401,49071.85546,48747.13,48789.27,48796.05,48798.33,48798.56,48798.68,48786.57,48784.06576,48787.11,48784.0,48782.41,-923.2161303336084,-257.6966568537235,
49036.27,49088.3212,49090.79311,49090.79311,49089.32,49089.07,49083.59185,49075.69401,49075.69401,49071.85546,49071.85546,48746.55,48796.05,48798.33,48798.56,48798.68,48786.57,48784.06576,48787.11,48784.0,48782.41,48782.32,-465.36070644171843,-263.9471125313707,
49037.24,49090.79311,49090.79311,49089.32,49089.07,49083.59185,49075.69401,49075.69401,49071.85546,49071.85546,49074.17,48745.35,48798.33,48798.56,48798.68,48786.57,48784.06576,48787.11,48784.0,48782.41,48782.32,48783.92,-372.3905565138002,-683.2032198390812,
49038.28,49090.79311,49089.32,49089.07,49083.59185,49075.69401,49075.69401,49071.85546,49071.85546,49074.17,49072.41,48747.14,48798.56,48798.68,48786.57,48784.06576,48787.11,48784.0,48782.41,48782.32,48783.92,48777.61,-330.06734672554916,-627.2697957849223,
49040.06,49089.32,49089.07,49083.59185,49075.69401,49075.69401,49071.85546,49071.85546,49074.17,49072.41,49066.16,48746.33,48798.68,48786.57,48784.06576,48787.11,48784.0,48782.41,48782.32,48783.92,48777.61,48769.04451,-830.1824165301722,-301.41800969797146,
49041.31,49089.07,49083.59185,49075.69401,49075.69401,49071.85546,49071.85546,49074.17,49072.41,49066.16,49061.45,48746.18044,48786.57,48784.06576,48787.11,48784.0,48782.41,48782.32,48783.92,48777.61,48769.04451,48769.04451,-1800.0319118504542,-1446.050704618828,
49042.62,49083.59185,49075.69401,49075.69401,49071.85546,49071.85546,49074.17,49072.41,49066.16,49061.45,49048.79,48746.18044,48784.06576,48787.11,48784.0,48782.41,48782.32,48783.92,48777.61,48769.04451,48769.04451,48760.00789,-697.0366082618772,-975.2333897917495,
49043.86433,49075.69401,49075.69401,49071.85546,49071.85546,49074.17,49072.41,49066.16,49061.45,49048.79,49046.13712,48746.18044,48787.11,48784.0,48782.41,48782.32,48783.92,48777.61,48769.04451,48769.04451,48760.00789,48751.23,-1132.484103918815,-1021.0489685853805,
49042.71617,49075.69401,49071.85546,49071.85546,49074.17,49072.41,49066.16,49061.45,49048.79,49046.13712,49041.32,48745.47957,48784.0,48782.41,48782.32,48783.92,48777.61,48769.04451,48769.04451,48760.00789,48751.23,48746.95381,-1337.7980497600088,-1011.9549319348774,
49042.28,49071.85546,49071.85546,49074.17,49072.41,49066.16,49061.45,49048.79,49046.13712,49041.32,49038.85,48745.47957,48782.41,48782.32,48783.92,48777.61,48769.04451,48769.04451,48760.00789,48751.23,48746.95381,48745.74,-1195.94009984335,-1321.0553583113294,
49041.46036,49071.85546,49074.17,49072.41,49066.16,49061.45,49048.79,49046.13712,49041.32,49038.85,49038.69,48741.03727,48782.32,48783.92,48777.61,48769.04451,48769.04451,48760.00789,48751.23,48746.95381,48745.74,48741.68,-965.6887476591852,-974.8940956702897,
49041.46036,49074.17,49072.41,49066.16,49061.45,49048.79,49046.13712,49041.32,49038.85,49038.69,49037.2,48741.03727,48783.92,48777.61,48769.04451,48769.04451,48760.00789,48751.23,48746.95381,48745.74,48741.68,48741.66229,-927.3683011503773,-552.2950123734673,
49042.2,49072.41,49066.16,49061.45,49048.79,49046.13712,49041.32,49038.85,49038.69,49037.2,49033.93,48743.81198,48777.61,48769.04451,48769.04451,48760.00789,48751.23,48746.95381,48745.74,48741.68,48741.66229,48741.84,-627.4253459199397,-745.0093173657034,
49043.01,49066.16,49061.45,49048.79,49046.13712,49041.32,49038.85,49038.69,49037.2,49033.93,49033.23,48744.49214,48769.04451,48769.04451,48760.00789,48751.23,48746.95381,48745.74,48741.68,48741.66229,48741.84,48741.17,-703.482081121712,-412.7361451967163,
49043.91,49061.45,49048.79,49046.13712,49041.32,49038.85,49038.69,49037.2,49033.93,49033.23,49033.39,48745.37,48769.04451,48760.00789,48751.23,48746.95381,48745.74,48741.68,48741.66229,48741.84,48741.17,48745.95,-865.8398917294796,-663.9049892496788,
49043.92,49048.79,49046.13712,49041.32,49038.85,49038.69,49037.2,49033.93,49033.23,49033.39,49033.46,48745.49,48760.00789,48751.23,48746.95381,48745.74,48741.68,48741.66229,48741.84,48741.17,48745.95,48745.45,-760.9643484457736,-730.8549844686255,
49044.91,49046.13712,49041.32,49038.85,49038.69,49037.2,49033.93,49033.23,49033.39,49033.46,49033.82,48745.43,48751.23,48746.95381,48745.74,48741.68,48741.66229,48741.84,48741.17,48745.95,48745.45,48745.59527,-658.458541736889,-606.8924703948861,
49043.35956,49041.32,49038.85,49038.69,49037.2,49033.93,49033.23,49033.39,49033.46,49033.82,49034.82,48745.34,48746.95381,48745.74,48741.68,48741.66229,48741.84,48741.17,48745.95,48745.45,48745.59527,48744.71089,-850.5743943024698,-537.8872345630476,
49056.24964,49038.85,49038.69,49037.2,49033.93,49033.23,49033.39,49033.46,49033.82,49034.82,49034.11,48760.23,48745.74,48741.68,48741.66229,48741.84,48741.17,48745.95,48745.45,48745.59527,48744.71089,48744.91,-792.8400105542913,-915.7416274189999,
49056.24964,49038.69,49037.2,49033.93,49033.23,49033.39,49033.46,49033.82,49034.82,49034.11,49034.7,48762.6,48741.68,48741.66229,48741.84,48741.17,48745.95,48745.45,48745.59527,48744.71089,48744.91,48745.98,-913.8617968912719,-687.4946018846902,
49047.0825,49037.2,49033.93,49033.23,49033.39,49033.46,49033.82,49034.82,49034.11,49034.7,49035.39,48758.76422,48741.66229,48741.84,48741.17,48745.95,48745.45,48745.59527,48744.71089,48744.91,48745.98,48747.13,-851.8234449989217,-649.0283109934959,
49059.11085,49033.93,49033.23,49033.39,49033.46,49033.82,49034.82,49034.11,49034.7,49035.39,49036.27,48759.67,48741.84,48741.17,48745.95,48745.45,48745.59527,48744.71089,48744.91,48745.98,48747.13,48746.55,-761.9613510907964,-1109.5467538692367,
49059.11085,49033.23,49033.39,49033.46,49033.82,49034.82,49034.11,49034.7,49035.39,49036.27,49037.24,48771.42,48741.17,48745.95,48745.45,48745.59527,48744.71089,48744.91,48745.98,48747.13,48746.55,48745.35,-993.3121899285403,-516.6992230676029,
49063.81308,49033.39,49033.46,49033.82,49034.82,49034.11,49034.7,49035.39,49036.27,49037.24,49038.28,48768.4893,48745.95,48745.45,48745.59527,48744.71089,48744.91,48745.98,48747.13,48746.55,48745.35,48747.14,-827.3528862333095,-840.585325531058,
49062.20357,49033.46,49033.82,49034.82,49034.11,49034.7,49035.39,49036.27,49037.24,49038.28,49040.06,48764.1,48745.45,48745.59527,48744.71089,48744.91,48745.98,48747.13,48746.55,48745.35,48747.14,48746.33,-602.7554703313231,-1161.6641953501953,
49062.20357,49033.82,49034.82,49034.11,49034.7,49035.39,49036.27,49037.24,49038.28,49040.06,49041.31,48766.86,48745.59527,48744.71089,48744.91,48745.98,48747.13,48746.55,48745.35,48747.14,48746.33,48746.18044,-978.5370847960112,-608.817865809261,
49055.65,49034.82,49034.11,49034.7,49035.39,49036.27,49037.24,49038.28,49040.06,49041.31,49042.62,48762.48744,48744.71089,48744.91,48745.98,48747.13,48746.55,48745.35,48747.14,48746.33,48746.18044,48746.18044,-604.307330682592,-563.7380295022541,
49053.88,49034.11,49034.7,49035.39,49036.27,49037.24,49038.28,49040.06,49041.31,49042.62,49043.86433,48749.75386,48744.91,48745.98,48747.13,48746.55,48745.35,48747.14,48746.33,48746.18044,48746.18044,48746.18044,-545.1685239430168,-695.3527815977574,
49049.80088,49034.7,49035.39,49036.27,49037.24,49038.28,49040.06,49041.31,49042.62,49043.86433,49042.71617,48756.0,48745.98,48747.13,48746.55,48745.35,48747.14,48746.33,48746.18044,48746.18044,48746.18044,48745.47957,-700.5521222826575,-849.6244662317276,
49049.80088,49035.39,49036.27,49037.24,49038.28,49040.06,49041.31,49042.62,49043.86433,49042.71617,49042.28,48756.82,48747.13,48746.55,48745.35,48747.14,48746.33,48746.18044,48746.18044,48746.18044,48745.47957,48745.47957,-548.1879432092303,-729.5299989373286,
49055.99454,49036.27,49037.24,49038.28,49040.06,49041.31,49042.62,49043.86433,49042.71617,49042.28,49041.46036,48758.4,48746.55,48745.35,48747.14,48746.33,48746.18044,48746.18044,48746.18044,48745.47957,48745.47957,48741.03727,-415.3592083113317,-427.4352391799378,
49055.99454,49037.24,49038.28,49040.06,49041.31,49042.62,49043.86433,49042.71617,49042.28,49041.46036,49041.46036,48763.52,48745.35,48747.14,48746.33,48746.18044,48746.18044,48746.18044,48745.47957,48745.47957,48741.03727,48741.03727,-716.5361511290845,-962.8162075414275,
49061.46979,49038.28,49040.06,49041.31,49042.62,49043.86433,49042.71617,49042.28,49041.46036,49041.46036,49042.2,48761.75401,48747.14,48746.33,48746.18044,48746.18044,48746.18044,48745.47957,48745.47957,48741.03727,48741.03727,48743.81198,-291.9694849492793,-573.1985393131412,
49059.82831,49040.06,49041.31,49042.62,49043.86433,49042.71617,49042.28,49041.46036,49041.46036,49042.2,49043.01,48762.98,48746.33,48746.18044,48746.18044,48746.18044,48745.47957,48745.47957,48741.03727,48741.03727,48743.81198,48744.49214,-620.2243668569928,-282.85134815951136,
49059.82831,49041.31,49042.62,49043.86433,49042.71617,49042.28,49041.46036,49041.46036,49042.2,49043.01,49043.91,48763.15,48746.18044,48746.18044,48746.18044,48745.47957,48745.47957,48741.03727,48741.03727,48743.81198,48744.49214,48745.37,-344.0242688432908,-453.69462210014166,
49046.85172,49042.62,49043.86433,49042.71617,49042.28,49041.46036,49041.46036,49042.2,49043.01,49043.91,49043.92,48748.72474,48746.18044,48746.18044,48745.47957,48745.47957,48741.03727,48741.03727,48743.81198,48744.49214,48745.37,48745.49,-46.407878793344004,-409.16191232648856,
49041.87,49043.86433,49042.71617,49042.28,49041.46036,49041.46036,49042.2,49043.01,49043.91,49043.92,49044.91,48748.72474,48746.18044,48745.47957,48745.47957,48741.03727,48741.03727,48743.81198,48744.49214,48745.37,48745.49,48745.43,-175.65158383927124,-43.493688708648676,
49036.64,49042.71617,49042.28,49041.46036,49041.46036,49042.2,49043.01,49043.91,49043.92,49044.91,49043.35956,48745.9292,48745.47957,48745.47957,48741.03727,48741.03727,48743.81198,48744.49214,48745.37,48745.49,48745.43,48745.34,385.43345723712974,424.5603710430014,
49036.61,49042.28,49041.46036,49041.46036,49042.2,49043.01,49043.91,49043.92,49044.91,49043.35956,49056.24964,48746.61137,48745.47957,48741.03727,48741.03727,48743.81198,48744.49214,48745.37,48745.49,48745.43,48745.34,48760.23,315.4985724725876,213.82654849767417,
49036.92,49041.46036,49041.46036,49042.2,49043.01,49043.91,49043.92,49044.91,49043.35956,49056.24964,49056.24964,48746.61137,48741.03727,48741.03727,48743.81198,48744.49214,48745.37,48745.49,48745.43,48745.34,48760.23,48762.6,-223.30609056895042,250.1595399853059,
49037.18,49041.46036,49042.2,49043.01,49043.91,49043.92,49044.91,49043.35956,49056.24964,49056.24964,49047.0825,48747.21572,48741.03727,48743.81198,48744.49214,48745.37,48745.49,48745.43,48745.34,48760.23,48762.6,48758.76422,576.6327668288899,228.6898050899176,
49037.12,49042.2,49043.01,49043.91,49043.92,49044.91,49043.35956,49056.24964,49056.24964,49047.0825,49059.11085,48747.21572,48743.81198,48744.49214,48745.37,48745.49,48745.43,48745.34,48760.23,48762.6,48758.76422,48759.67,397.01787661011264,734.4315805761624,
49038.25,49043.01,49043.91,49043.92,49044.91,49043.35956,49056.24964,49056.24964,49047.0825,49059.11085,49059.11085,48748.36177,48744.49214,48745.37,48745.49,48745.43,48745.34,48760.23,48762.6,48758.76422,48759.67,48771.42,536.8363774928825,318.27342181755915,
49037.86,49043.91,49043.92,49044.91,49043.35956,49056.24964,49056.24964,49047.0825,49059.11085,49059.11085,49063.81308,48748.36177,48745.37,48745.49,48745.43,48745.34,48760.23,48762.6,48758.76422,48759.67,48771.42,48768.4893,397.7233649972299,227.0856685933971,
49033.85,49043.92,49044.91,49043.35956,49056.24964,49056.24964,49047.0825,49059.11085,49059.11085,49063.81308,49062.20357,48741.58,48745.49,48745.43,48745.34,48760.23,48762.6,48758.76422,48759.67,48771.42,48768.4893,48764.1,510.4893528804457,468.7860980208256,
49028.97,49044.91,49043.35956,49056.24964,49056.24964,49047.0825,49059.11085,49059.11085,49063.81308,49062.20357,49062.20357,48737.84767,48745.43,48745.34,48760.23,48762.6,48758.76422,48759.67,48771.42,48768.4893,48764.1,48766.86,256.2425275653954,187.18609697312093,
49043.96,49043.35956,49056.24964,49056.24964,49047.0825,49059.11085,49059.11085,49063.81308,49062.20357,49062.20357,49055.65,48754.04,48745.34,48760.23,48762.6,48758.76422,48759.67,48771.42,48768.4893,48764.1,48766.86,48762.48744,319.8237699396404,-127.09838034928896,
49049.21,49056.24964,49056.24964,49047.0825,49059.11085,49059.11085,49063.81308,49062.20357,49062.20357,49055.65,49053.88,48762.02,48760.23,48762.6,48758.76422,48759.67,48771.42,48768.4893,48764.1,48766.86,48762.48744,48749.75386,230.19815466893914,381.9339842942968,
49050.43,49056.24964,49047.0825,49059.11085,49059.11085,49063.81308,49062.20357,49062.20357,49055.65,49053.88,49049.80088,48763.91,48762.6,48758.76422,48759.67,48771.42,48768.4893,48764.1,48766.86,48762.48744,48749.75386,48756.0,278.357759134311,297.35514407909085,
49050.72,49047.0825,49059.11085,49059.11085,49063.81308,49062.20357,49062.20357,49055.65,49053.88,49049.80088,49049.80088,48764.1,48758.76422,48759.67,48771.42,48768.4893,48764.1,48766.86,48762.48744,48749.75386,48756.0,48756.82,475.10757431932734,98.171256012116,
49050.66,49059.11085,49059.11085,49063.81308,49062.20357,49062.20357,49055.65,49053.88,49049.80088,49049.80088,49055.99454,48762.45,48759.67,48771.42,48768.4893,48764.1,48766.86,48762.48744,48749.75386,48756.0,48756.82,48758.4,269.51003166370464,386.5656581816402,
49051.49,49059.11085,49063.81308,49062.20357,49062.20357,49055.65,49053.88,49049.80088,49049.80088,49055.99454,49055.99454,48761.44,48771.42,48768.4893,48764.1,48766.86,48762.48744,48749.75386,48756.0,48756.82,48758.4,48763.52,486.4081463441362,212.86113896822485,
49051.86,49063.81308,49062.20357,49062.20357,49055.65,49053.88,49049.80088,49049.80088,49055.99454,49055.99454,49061.46979,48762.62,48768.4893,48764.1,48766.86,48762.48744,48749.75386,48756.0,48756.82,48758.4,48763.52,48761.75401,316.3798464746301,266.4906641083226,
49051.95,49062.20357,49062.20357,49055.65,49053.88,49049.80088,49049.80088,49055.99454,49055.99454,49061.46979,49059.82831,48761.91,48764.1,48766.86,48762.48744,48749.75386,48756.0,48756.82,48758.4,48763.52,48761.75401,48762.98,280.9825403440827,279.21093514432044,
49052.92,49062.20357,49055.65,49053.88,49049.80088,49049.80088,49055.99454,49055.99454,49061.46979,49059.82831,49059.82831,48761.92,48766.86,48762.48744,48749.75386,48756.0,48756.82,48758.4,48763.52,48761.75401,48762.98,48763.15,-101.22321738378676,-133.5946454571054,
